strategy,episode_id,n_steps,outcome,failure_onset,call_count,verifier_call_rate,first_alarm_step,first_terminal_step,terminal_decision,lead_chunks,early_warning,warning_at_or_before_failure,missed_warning,decision_counts
event_driven,failure_eval_0002.hdf5:31,285,failure,141,1,0.0035087719298245615,0,0,abstain,141,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:0,49,failure,21,1,0.02040816326530612,0,0,abstain,21,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:1,49,failure,4,1,0.02040816326530612,0,0,abstain,4,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:2,200,failure,27,1,0.005,0,0,abstain,27,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:3,37,failure,33,1,0.02702702702702703,0,0,abstain,33,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:4,62,failure,9,1,0.016129032258064516,0,0,abstain,9,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:5,18,failure,8,1,0.05555555555555555,0,0,abstain,8,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:6,387,failure,363,34,0.08785529715762273,34,34,abstain,329,True,True,False,"{""abstain"": 1, ""continue"": 33}"
event_driven,failure_eval_0003.hdf5:7,244,failure,2,1,0.004098360655737705,0,0,abstain,2,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:8,63,failure,45,13,0.20634920634920634,13,13,abstain,32,True,True,False,"{""abstain"": 1, ""continue"": 12}"
event_driven,failure_eval_0003.hdf5:9,33,failure,26,1,0.030303030303030304,0,0,abstain,26,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:10,302,failure,203,9,0.029801324503311258,9,9,abstain,194,True,True,False,"{""abstain"": 1, ""continue"": 8}"
event_driven,failure_eval_0003.hdf5:11,179,failure,148,1,0.00558659217877095,0,0,abstain,148,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:12,85,failure,62,1,0.011764705882352941,0,0,abstain,62,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:13,198,failure,147,1,0.005050505050505051,0,0,abstain,147,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:14,79,failure,11,1,0.012658227848101266,0,0,abstain,11,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:15,35,failure,25,1,0.02857142857142857,0,0,abstain,25,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:16,112,failure,11,1,0.008928571428571428,0,0,abstain,11,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:17,39,failure,28,6,0.15384615384615385,6,6,abstain,22,True,True,False,"{""abstain"": 1, ""continue"": 5}"
event_driven,failure_eval_0003.hdf5:18,12,failure,9,1,0.08333333333333333,0,0,abstain,9,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:19,53,failure,42,5,0.09433962264150944,5,5,abstain,37,True,True,False,"{""abstain"": 1, ""continue"": 4}"
event_driven,failure_eval_0003.hdf5:20,65,failure,27,1,0.015384615384615385,0,0,abstain,27,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:21,141,failure,2,1,0.0070921985815602835,0,0,abstain,2,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:22,135,failure,113,1,0.007407407407407408,0,0,abstain,113,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:23,368,failure,288,1,0.002717391304347826,0,0,abstain,288,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:24,12,failure,9,1,0.08333333333333333,0,0,abstain,9,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:25,152,failure,49,1,0.006578947368421052,0,0,abstain,49,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:26,29,failure,13,1,0.034482758620689655,0,0,abstain,13,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:27,329,failure,23,1,0.00303951367781155,0,0,abstain,23,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:28,25,failure,17,1,0.04,0,0,abstain,17,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:29,108,failure,49,1,0.009259259259259259,0,0,abstain,49,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:30,49,failure,22,1,0.02040816326530612,0,0,abstain,22,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0003.hdf5:31,47,failure,36,1,0.02127659574468085,0,0,abstain,36,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:0,43,failure,11,1,0.023255813953488372,0,0,abstain,11,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:1,80,failure,10,1,0.0125,0,0,abstain,10,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:2,93,failure,92,1,0.010752688172043012,0,0,abstain,92,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:3,46,failure,40,5,0.10869565217391304,5,5,abstain,35,True,True,False,"{""abstain"": 1, ""continue"": 4}"
event_driven,failure_eval_0004.hdf5:4,21,failure,8,1,0.047619047619047616,0,0,abstain,8,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:5,323,failure,273,1,0.0030959752321981426,0,0,abstain,273,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:6,80,failure,28,1,0.0125,0,0,abstain,28,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:7,115,failure,35,1,0.008695652173913044,0,0,abstain,35,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:8,57,failure,41,1,0.017543859649122806,0,0,abstain,41,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:9,292,failure,208,1,0.003424657534246575,0,0,abstain,208,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:10,158,failure,78,1,0.006329113924050633,0,0,abstain,78,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:11,247,failure,216,1,0.004048582995951417,0,0,abstain,216,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:12,53,failure,2,1,0.018867924528301886,0,0,abstain,2,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:13,101,failure,2,1,0.009900990099009901,0,0,abstain,2,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:14,72,failure,13,9,0.125,9,9,abstain,4,True,True,False,"{""abstain"": 1, ""continue"": 8}"
event_driven,failure_eval_0004.hdf5:15,84,failure,19,3,0.03571428571428571,3,3,abstain,16,True,True,False,"{""abstain"": 1, ""continue"": 2}"
event_driven,failure_eval_0004.hdf5:16,58,failure,5,1,0.017241379310344827,0,0,abstain,5,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:17,61,failure,8,1,0.01639344262295082,0,0,abstain,8,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:18,255,failure,18,1,0.00392156862745098,0,0,abstain,18,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:19,130,failure,85,9,0.06923076923076923,9,9,abstain,76,True,True,False,"{""abstain"": 1, ""continue"": 8}"
event_driven,failure_eval_0004.hdf5:20,55,failure,5,1,0.01818181818181818,0,0,abstain,5,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:21,82,failure,68,1,0.012195121951219513,0,0,abstain,68,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:22,181,failure,10,1,0.0055248618784530384,0,0,abstain,10,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:23,60,failure,51,1,0.016666666666666666,0,0,abstain,51,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:24,43,failure,26,9,0.20930232558139536,9,9,abstain,17,True,True,False,"{""abstain"": 1, ""continue"": 8}"
event_driven,failure_eval_0004.hdf5:25,174,failure,5,1,0.005747126436781609,0,0,abstain,5,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:26,100,failure,73,1,0.01,0,0,abstain,73,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:27,65,failure,2,1,0.015384615384615385,0,0,abstain,2,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:28,124,failure,15,1,0.008064516129032258,0,0,abstain,15,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:29,98,failure,90,11,0.11224489795918367,11,11,abstain,79,True,True,False,"{""abstain"": 1, ""continue"": 10}"
event_driven,failure_eval_0004.hdf5:30,95,failure,22,1,0.010526315789473684,0,0,abstain,22,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0004.hdf5:31,128,failure,15,1,0.0078125,0,0,abstain,15,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:0,32,failure,31,7,0.21875,7,7,abstain,24,True,True,False,"{""abstain"": 1, ""continue"": 6}"
event_driven,failure_eval_0005.hdf5:1,121,failure,7,1,0.008264462809917356,0,0,abstain,7,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:2,186,failure,136,1,0.005376344086021506,0,0,abstain,136,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:3,46,failure,11,1,0.021739130434782608,0,0,abstain,11,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:4,172,failure,19,1,0.005813953488372093,0,0,abstain,19,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:5,352,failure,178,7,0.019886363636363636,10,10,abstain,168,True,True,False,"{""abstain"": 1, ""continue"": 6}"
event_driven,failure_eval_0005.hdf5:6,44,failure,8,5,0.11363636363636363,5,5,abstain,3,True,True,False,"{""abstain"": 1, ""continue"": 4}"
event_driven,failure_eval_0005.hdf5:7,141,failure,112,17,0.12056737588652482,17,17,abstain,95,True,True,False,"{""abstain"": 1, ""continue"": 16}"
event_driven,failure_eval_0005.hdf5:8,161,failure,2,1,0.006211180124223602,0,0,abstain,2,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:9,1266,failure,1033,117,0.0924170616113744,117,117,abstain,916,True,True,False,"{""abstain"": 1, ""continue"": 116}"
event_driven,failure_eval_0005.hdf5:10,96,failure,85,7,0.07291666666666667,7,7,abstain,78,True,True,False,"{""abstain"": 1, ""continue"": 6}"
event_driven,failure_eval_0005.hdf5:11,174,failure,146,1,0.005747126436781609,0,0,abstain,146,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:12,167,failure,8,1,0.005988023952095809,0,0,abstain,8,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:13,45,failure,16,1,0.022222222222222223,0,0,abstain,16,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:14,10,failure,8,1,0.1,0,0,abstain,8,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:15,409,failure,169,25,0.061124694376528114,25,25,abstain,144,True,True,False,"{""abstain"": 1, ""continue"": 24}"
event_driven,failure_eval_0005.hdf5:16,159,failure,42,1,0.006289308176100629,0,0,abstain,42,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:17,120,failure,118,1,0.008333333333333333,0,0,abstain,118,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:18,131,failure,20,1,0.007633587786259542,0,0,abstain,20,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:19,84,failure,2,1,0.011904761904761904,0,0,abstain,2,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:20,59,failure,12,1,0.01694915254237288,0,0,abstain,12,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:21,102,failure,34,1,0.00980392156862745,0,0,abstain,34,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:22,166,failure,132,1,0.006024096385542169,0,0,abstain,132,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:23,90,failure,82,13,0.14444444444444443,13,13,abstain,69,True,True,False,"{""abstain"": 1, ""continue"": 12}"
event_driven,failure_eval_0005.hdf5:24,266,failure,2,2,0.007518796992481203,0,2,abstain,2,True,True,False,"{""abstain"": 1, ""watch"": 1}"
event_driven,failure_eval_0005.hdf5:25,203,failure,33,11,0.054187192118226604,11,11,abstain,22,True,True,False,"{""abstain"": 1, ""continue"": 10}"
event_driven,failure_eval_0005.hdf5:26,13,failure,10,10,0.7692307692307693,10,10,abstain,0,False,True,False,"{""abstain"": 1, ""continue"": 9}"
event_driven,failure_eval_0005.hdf5:27,143,failure,115,1,0.006993006993006993,0,0,abstain,115,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:28,66,failure,11,1,0.015151515151515152,0,0,abstain,11,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:29,77,failure,17,1,0.012987012987012988,0,0,abstain,17,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:30,2,failure,1,1,0.5,0,0,abstain,1,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0005.hdf5:31,116,failure,19,1,0.008620689655172414,0,0,abstain,19,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0006.hdf5:0,124,failure,60,1,0.008064516129032258,0,0,abstain,60,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0006.hdf5:1,78,failure,77,9,0.11538461538461539,9,9,abstain,68,True,True,False,"{""abstain"": 1, ""continue"": 8}"
event_driven,failure_eval_0006.hdf5:2,20,failure,16,1,0.05,0,0,abstain,16,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0006.hdf5:3,55,failure,8,1,0.01818181818181818,0,0,abstain,8,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0006.hdf5:4,20,failure,16,1,0.05,0,0,abstain,16,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0006.hdf5:5,105,failure,7,1,0.009523809523809525,0,0,abstain,7,True,True,False,"{""abstain"": 1}"
event_driven,failure_eval_0006.hdf5:6,46,failure,11,1,0.021739130434782608,0,0,abstain,11,True,True,False,"{""abstain"": 1}"
